memory_usage_gb,23.0,2024-06-24T06:39:34.525121Z,server03,us-west-2
memory_usage_gb,50.0,2024-06-24T06:40:14.615548Z,server01,us-west-2
memory_usage_gb,26.0,2024-06-24T06:40:44.725987Z,server03,eu-central-1
memory_usage_gb,35.0,2024-06-24T06:41:14.845662Z,server02,us-west-2
memory_usage_gb,47.0,2024-06-24T06:42:00.025274Z,server03,eu-west-1
memory_usage_gb,42.0,2024-06-24T06:42:20.106585Z,server02,us-west-2
memory_usage_gb,51.0,2024-06-24T06:42:45.207938Z,server02,ap-south-1
memory_usage_gb,24.0,2024-06-24T06:42:50.225201Z,server05,ap-south-1
memory_usage_gb,48.0,2024-06-24T06:43:20.346406Z,server03,us-west-2
memory_usage_gb,27.0,2024-06-24T06:43:40.426904Z,server05,ap-south-1
memory_usage_gb,59.0,2024-06-24T06:45:00.740496Z,server02,ap-south-1
memory_usage_gb,48.0,2024-06-24T06:45:20.817924Z,server04,us-east-1
memory_usage_gb,6.0,2024-06-24T06:46:00.978573Z,server05,ap-south-1
memory_usage_gb,54.0,2024-06-24T06:46:05.997387Z,server05,eu-west-1
memory_usage_gb,39.0,2024-06-24T06:46:16.036175Z,server02,eu-central-1
memory_usage_gb,37.0,2024-06-24T06:46:46.163724Z,server03,us-east-1
memory_usage_gb,61.0,2024-06-24T06:46:51.177018Z,server03,ap-south-1
memory_usage_gb,59.0,2024-06-24T06:47:36.358572Z,server05,ap-south-1
memory_usage_gb,20.0,2024-06-24T06:49:26.799311Z,server01,eu-west-1
memory_usage_gb,51.0,2024-06-24T06:50:57.160750Z,server03,eu-central-1
memory_usage_gb,0.0,2024-06-24T06:51:17.241040Z,server02,us-west-2
memory_usage_gb,21.0,2024-06-24T06:51:22.261053Z,server05,eu-west-1
memory_usage_gb,8.0,2024-06-24T06:51:32.299877Z,server04,eu-west-1
memory_usage_gb,50.0,2024-06-24T06:52:37.560611Z,server04,eu-central-1
memory_usage_gb,7.0,2024-06-24T06:53:07.684747Z,server01,us-west-2
memory_usage_gb,13.0,2024-06-24T06:53:12.702339Z,server04,us-east-1
memory_usage_gb,58.0,2024-06-24T06:53:37.803398Z,server03,eu-west-1
memory_usage_gb,21.0,2024-06-24T06:53:57.881202Z,server02,ap-south-1
memory_usage_gb,61.0,2024-06-24T06:54:02.903333Z,server02,eu-west-1
memory_usage_gb,2.0,2024-06-24T06:54:53.102706Z,server05,us-east-1
memory_usage_gb,50.0,2024-06-24T06:55:03.141499Z,server04,us-east-1
memory_usage_gb,51.0,2024-06-24T06:55:23.223582Z,server02,eu-west-1
memory_usage_gb,26.0,2024-06-24T06:56:08.403022Z,server04,ap-south-1
memory_usage_gb,18.0,2024-06-24T06:56:18.444108Z,server04,us-west-2
memory_usage_gb,5.0,2024-06-24T06:56:23.463077Z,server02,eu-west-1
memory_usage_gb,48.0,2024-06-24T06:56:28.483506Z,server01,eu-central-1
memory_usage_gb,14.0,2024-06-24T06:56:43.544116Z,server02,ap-south-1
memory_usage_gb,41.0,2024-06-24T06:57:23.702400Z,server03,us-west-2
memory_usage_gb,18.0,2024-06-24T06:57:33.742808Z,server05,ap-south-1
memory_usage_gb,58.0,2024-06-24T06:57:48.804797Z,server03,ap-south-1
memory_usage_gb,39.0,2024-06-24T06:58:23.945131Z,server01,us-east-1
memory_usage_gb,37.0,2024-06-24T06:59:09.123668Z,server05,eu-west-1
memory_usage_gb,12.0,2024-06-24T06:59:49.284683Z,server05,eu-central-1
memory_usage_gb,49.0,2024-06-24T06:59:54.303730Z,server01,eu-west-1
memory_usage_gb,2.0,2024-06-24T07:00:04.350218Z,server02,eu-central-1
memory_usage_gb,42.0,2024-06-24T07:00:24.425424Z,server02,us-east-1
memory_usage_gb,44.0,2024-06-24T07:01:24.676927Z,server01,ap-south-1
memory_usage_gb,12.0,2024-06-24T07:02:04.837108Z,server04,eu-central-1
memory_usage_gb,33.0,2024-06-24T07:02:14.876017Z,server05,eu-west-1
memory_usage_gb,16.0,2024-06-24T07:02:19.896473Z,server01,eu-west-1
memory_usage_gb,14.0,2024-06-24T07:02:29.935741Z,server01,us-east-1
memory_usage_gb,37.0,2024-06-24T07:02:34.956172Z,server02,us-east-1
memory_usage_gb,11.0,2024-06-24T07:03:10.096253Z,server01,us-east-1
memory_usage_gb,3.0,2024-06-24T07:04:05.316795Z,server03,eu-central-1
memory_usage_gb,55.0,2024-06-24T07:04:35.435365Z,server05,ap-south-1
memory_usage_gb,29.0,2024-06-24T07:05:05.556663Z,server02,ap-south-1
memory_usage_gb,40.0,2024-06-24T07:05:25.642235Z,server01,us-west-2
memory_usage_gb,29.0,2024-06-24T07:05:40.697477Z,server03,eu-west-1
memory_usage_gb,62.0,2024-06-24T07:06:20.857627Z,server02,us-west-2
memory_usage_gb,39.0,2024-06-24T07:07:11.057881Z,server01,ap-south-1
memory_usage_gb,1.0,2024-06-24T07:08:21.338129Z,server02,us-west-2
memory_usage_gb,42.0,2024-06-24T07:08:26.358975Z,server05,us-east-1
memory_usage_gb,33.0,2024-06-24T07:08:36.399400Z,server05,ap-south-1
memory_usage_gb,54.0,2024-06-24T07:08:46.441977Z,server04,eu-central-1
memory_usage_gb,5.0,2024-06-24T07:08:51.458410Z,server05,ap-south-1
memory_usage_gb,27.0,2024-06-24T07:09:21.580914Z,server02,us-east-1
memory_usage_gb,24.0,2024-06-24T07:10:11.781890Z,server04,ap-south-1
memory_usage_gb,13.0,2024-06-24T07:11:12.020699Z,server02,ap-south-1
memory_usage_gb,49.0,2024-06-24T07:11:27.082810Z,server03,ap-south-1
memory_usage_gb,36.0,2024-06-24T07:11:57.199875Z,server04,eu-central-1
memory_usage_gb,4.0,2024-06-24T07:12:12.259347Z,server01,eu-west-1
memory_usage_gb,41.0,2024-06-24T07:12:27.318572Z,server03,eu-west-1
memory_usage_gb,4.0,2024-06-24T07:13:12.500491Z,server04,ap-south-1
memory_usage_gb,8.0,2024-06-24T07:13:42.621214Z,server02,eu-central-1
memory_usage_gb,3.0,2024-06-24T07:13:52.659477Z,server04,us-west-2
memory_usage_gb,55.0,2024-06-24T07:14:07.721427Z,server02,eu-central-1
memory_usage_gb,15.0,2024-06-24T07:14:17.761584Z,server02,eu-central-1
memory_usage_gb,34.0,2024-06-24T07:14:22.781742Z,server02,us-east-1
memory_usage_gb,51.0,2024-06-24T07:14:32.821773Z,server03,eu-west-1
memory_usage_gb,57.0,2024-06-24T09:02:46.581220Z,server05,us-east-1
memory_usage_gb,4.0,2024-06-24T09:03:16.673841Z,server02,eu-central-1
memory_usage_gb,5.0,2024-06-24T09:03:51.812670Z,server01,ap-south-1
memory_usage_gb,15.0,2024-06-24T09:04:01.854745Z,server04,eu-west-1
memory_usage_gb,25.0,2024-06-24T09:04:36.995005Z,server01,eu-central-1
memory_usage_gb,31.0,2024-06-24T09:04:57.074937Z,server03,us-east-1
memory_usage_gb,40.0,2024-06-24T09:07:02.578279Z,server03,us-east-1
memory_usage_gb,36.0,2024-06-24T09:07:12.615025Z,server05,eu-west-1
memory_usage_gb,29.0,2024-06-24T09:07:17.635347Z,server03,eu-west-1
memory_usage_gb,28.0,2024-06-24T09:07:22.656960Z,server02,eu-central-1
memory_usage_gb,6.0,2024-06-24T09:08:07.839675Z,server01,ap-south-1
memory_usage_gb,38.0,2024-06-24T09:08:12.855206Z,server01,ap-south-1
memory_usage_gb,38.0,2024-06-24T09:08:27.917203Z,server03,us-east-1
memory_usage_gb,23.0,2024-06-24T09:09:08.097181Z,server01,us-east-1
memory_usage_gb,57.0,2024-06-24T09:09:13.104761Z,server03,us-east-1
